teksts;vērtība;atsauce
Interesanti, kādos datos ir balstīts lēmums, ka tieši pērkot alkoholu svētdienās pēc 15:00 cilvēks kļūst par alkoholiķi. Labs sitiens pa svētdienas vīna dzērējiem!;1;https://twitter.com/hashtag/ironija?src=hashtag_click&f=live
Interneta krāpnieku peļņa pērn pārsniegusi viena miljarda robežu;0;https://nra.lv/pasaule/446839-interneta-krapnieku-pelna-pern-parsniegusi-viena-miljarda-robezu.htm
Ir iemesli, kādēļ vērts mīlēt savu valsti tādu, kāda tā ir;0;https://neatkariga.nra.lv/intervijas/448030-ir-iemesli-kadel-verts-milet-savu-valsti-tadu-kada-ta-ir?_gl=1*1uw3rvr*_ga*MTY5MDg4MzA1MC4xNzA4MjQyMjAx*_ga_LTMBW853YH*MTcwODg3NDQxNi41LjEuMTcwODg3NDc0MS4wLjAuMA..
"Ir runa par to, kas dzirdams uz ielas, transportā, veikalos; kā savstarpēji sazinās darbinieki, jauktie pāri - kāda viņiem ir ģimenes valoda? Tas, kas veido vidi kurā dzīvojam.";0;https://twitter.com/SkaidrisArman2/status/1769226011780989135
"Ir tāds tautas teiciens: ""Nav sliktu ceļu, bet ir šiem ceļiem nepiemēroti transporta līdzekļi.""";1;https://twitter.com/IvarsForands/status/1640308709623488513
"Islandē sācies jauns vulkāna izvirdums; Reikjanes pussalā izsludināts ārkārtas stāvoklis";0;https://www.lsm.lv/raksts/zinas/arzemes/17.03.2024-islande-sacies-jauns-vulkana-izvirdums-reikjanes-pussala-izsludinats-arkartas-stavoklis.a547003/
"Iss Latvijas ekonomiskās izglābšanās "" veiksmes stāsta"" atreferējums pēc Dombrovska  un Oslunda grāmatas."" :Lācītim bija 30 vistas, tad sākās krīze, un 27 nosprāga. Patreiz viņam ir četras vistas, tātad baigais veiksmes stāts .""";1;https://vlnereta.1s.lv/119-smiekligi-un-ironiski-par-politiku-un-sabiedribu-anekdotes-un-joki/
Izcils darba devējs..;1;https://twitter.com/propogandonskis/status/1663082098574385152
Izdevusies diena Latvijas sportistiem;0;https://nra.lv/sports/445310-izdevusies-diena-latvijas-sportistiem.htm
Izdomāju izvēdināt istabu, atnāku atpakaļ un viss ož pēc zāles. ;0;https://twitter.com/ebxdolan/status/1766870271309316205
Izdota jauna populārāko dziesmu nošu grāmata sērijā bērniem;0;https://nra.lv/latvija/448454-izdota-jauna-popularako-dziesmu-nosu-gramata-serija-berniem.htm
Izliekoties par Valsts policijas priekšnieku, noziedznieki no iedzīvotājiem izmāna naudu;0;https://www.delfi.lv/161/criminal/56242778/izliekoties-par-valsts-policijas-prieksnieku-noziedznieki-no-iedzivotajiem-izmana-naudu
Izpletņlēcēju sporta sekcijā vispirms izvērtē, kurš ir drosmīgs un kurš bailīgs. Pēc tam skatās, kurš ir īsts vīrietis un kurš nav. Visbeidzot nosaka, kurš ir gudrs un kurš muļķis. Muļķi pēc tam arī lec!;1;Sarauj. Sast. Dzintra Voitkāne. Izdots: Didam, 2008. 38. lpp.
Izrādās, traumatoloģijā nav resursu krīzes situācijām;0;https://neatkariga.nra.lv/veseliba/446994-izradas-traumatologija-nav-resursu-krizes-situacijam?_gl=1*1fcor66*_ga*MTY5MDg4MzA1MC4xNzA4MjQyMjAx*_ga_LTMBW853YH*MTcwODg3NzgwNS42LjEuMTcwODg3ODE3NC4wLjAuMA..
Izsludināts vērienīgs Rīgas TV torņa pārbūves iepirkums 30 miljonu eiro vērtībā;0;https://www.tvnet.lv/7956755/izsludinats-verienigs-rigas-tv-torna-parbuves-iepirkums-30-miljonu-eiro-vertiba
Izsmēķēta cigarete saīsina cilvēka dzīvi par 2 stundām, izdzerta degvīna pudele – par 3 stundām, bet darba diena – par 8 stundām …;1;https://spoki.lv/joki/smiekligi-aforismi/437068
"Izsolē atkārtoti nonāk 20 elektrovilcienu vagoni; sākumcena – no 15 tūkstošiem eiro";0;https://zinas.tv3.lv/ekonomika/pasazieru-vilciens-atkartoti-izsolis-20-elektrovilcienu-vagonus-sakumcena-no-15-tukstosiem-eiro/
Izsolē par 3 miljoniem pārdota ēka Eksporta ielā;0;https://zinas.tv3.lv/ekonomika/izsole-par-3-miljoniem-pardota-eka-eksporta-iela/
Izvairoties no pārgalvīga autobusa pasažiera, policija ietriecas pieturā;0;https://degpunkta.tv3.lv/degpunkta-satiksme/izvairoties-no-pargalviga-autobusa-pasaziera-policija-ietriecas-pietura/
Īstam latvietim nevar būt tik jautri,jo nav naudas un jācieš visu laiku. ;1;https://twitter.com/cirslitis/status/1698268268169986251
Īsti vīri iziet no pirts pēdējie! Nelaba dūša un galvasāpes pēc tam ir tikai izturības pierādījums!;1;https://rozeni.lv/ko-pirti-dara-nepareizi/
Ja alpīnisma instruktors krīt aizā, netraucē viņam - viņš ir vairāk pieredzējis par tevi un zina, ko dara.;1;Sarauj. Sast. Dzintra Voitkāne. Izdots: Didam, 2008. 16. lpp.
Ja brauc ar ģimeni, tad jā - atrast var ļoti gaumīgus piedāvājumus. Tikko kā personu skaits ir uz 10, tā ir bēdīgi.;0;https://twitter.com/mali_gili/status/1765609245456715924
Ja ceļu policistiem dotu lielākas pilnvaras, uz ceļiem valdītu ideāla kārtība - neviens nebrauktu.;1;Fiat iustitia. Dzintra Voitkāne, sast. ISBN10: 9984755525. ISBN13: 9789984755526. Izdeva: Didam, 2008.  131.lpp. Citāta autors: N
Ja dzeršana traucē strādāt,  pamet darbu;1;Dušenko K. Lielā aforismu grāmata. 924. lpp. Autors: NA
Ja es apsolīšu, ka tu man ļoti pietrūksi, tu aizbrauksi kaut kur ļoti tālu projām un uz visiem laikiem?;1;https://spoki.lv/joki/23-sarkastiski-jocini-labakai-dienai/886410
Ja es uzkāptu Everestā un paskatītos mazliet uz augšu, es ieraudzītu savas netīro drēbju kaudzes virsotni;1;https://spoki.lv/joki/Jocinu-izlase-garastavokla-uzlabosanai/922320
Ja esi palaidis garām izdevību, neraizējies - gan jau nāks vēl citas izdevības, kuras tu palaidīsi garām.;1;https://twitter.com/TirsSarkasms/status/483664864486129664
Ja gribi darbu, kurā klientam nekad nav taisnība, stājies darbā policijā.;1;Fiat iustitia. Dzintra Voitkāne, sast. ISBN10: 9984755525. ISBN13: 9789984755526. Izdeva: Didam, 2008.  77.lpp. Citāta autors: N
"Ja jaunā logo mērķis bija panākt, ka Rīgas Satiksme ir kompānija, kura pārvadā pasažierus laikā... es domāju - nu, gadus divdesmitpiecus vismaz atpakaļ laikā, tad viņiem to ir izdevies panākt! ""Retro"", ""vintage"", deviņdesmitie un tā...";1;https://twitter.com/vx_lv/status/1763682405724930502
Ja jums kādreiz paliek ļoti, ļoti auksti, ejiet un pastāviet telpas stūrī, tam parasti ir 90 grādu.;1;https://anekdotes.eu/page/17
"Ja kādam šķiet, ka dabiskā atlase patiešām ir dabiska, tad tam pilnīgi noteikti nekad ne pie kādiem apstākļiem nav jāiet pie ārstiem, cerībā ka viņš ""dabiski"" pārvarēs radušās ""dabiskās"" grūtības.";1;https://twitter.com/pArt07/status/1742119643035140277
"Ja kādam šķiet, ka dabiskā atlase patiešām ir dabiska, tad tam pilnīgi noteikti nekad ne pie kādiem apstākļiem nav jāiet pie ārstiem, cerībā ka viņš ""dabiski"" pārvarēs radušās ""dabiskās"" grūtības.";1;https://twitter.com/VairaLejniec/status/1738211171310653897
Ja kādreiz uzbruks zombiji, es vienkārši no rīta neizdzeršu kafiju. Viņi mani liks mierā, jo uzskatīs par savējo.;1;https://spoki.lv/joki/Jocinu-izlase-garastavokla-uzlabosanai/922320
Ja krievu dzīvoklī paklāju noliek uz zemes, tad iemītnieki zaudē spēju orientēties telpā.;1;https://spoki.lv/joki/15-smiekligi-un-isi-joki/919414
Ja mani ievēlēs Saeimā un iecels par Ministru prezidentu, apsolu atcelt covid. Ticiet man!;1;https://twitter.com/UldisGelins/status/1459547463682080770
Ja palasa visu to, ko raksta par diētu, kļūst redzams, ka ēdājiem ir daudz vairāk problēmu nekā dzērājiem;1;Dušenko K. Lielā aforismu grāmata. 279. lpp. Autors: NA
Ja piepeši man radīsies vajadzība pārstādīt smadzenes, vispiemērotākās būs sporta komentētāja smadzenes. Zellis ar galvu, bet smadzenes vēl nav lietojis.;1;Sarauj. Sast. Dzintra Voitkāne. Izdots: Didam, 2008. 104. lpp. Citāta autors: Norms Van Broklins
Ja Putins ēd zupu ar karoti, tad visi karošu lietotāji ir Putina pusē ;1;https://twitter.com/MilitaryChoms/status/1400425155160072195
Ja redzi kādu raudam, pajautā, vai tas ir viņa matu griezuma dēļ.;1;https://twitter.com/TirsSarkasms/status/390171624424890368
Ja Tev patīk meklēt kāda cita pazudušās mantas, tad laulība ir tieši tas, ko tev vajag;1;https://kremi.lv/smiekligi-joki-jaukai-dienai/
Ja Tev sāp acis, dzerot kafiju, izņem karotīti no krūzes.;1;https://kremi.lv/smiekligi-joki-jaukai-dienai/
Ja tu esi šeit, tad kurš valda pār elli?;1;https://spoki.lv/joki/10-sarkastiski-jocini-garastavokla/854729
Ja tu nomirsti un tiec kremēts, tad tavus pelnus var ielikt smilšu pulkstenī. Tādā veidā pat pēc nāves tu neaizbēgsi no spēļu vakara ar savu ģimeni.;1;https://spoki.lv/joki/Sarkastiski-jocini-garastavokla/922573
Ja tu noziedo vienu nieri, tu esi varonis. Ja piecas, tad pēkšņi kaut kāds maniaks. Nekādas taisnības.;1;https://spoki.lv/joki/Sarkastiski-jocini-garastavokla/922573
Ja tu sevi ienīsti, atceries, ka neesi viens. Tevi ienīst arī daudzi citi.;1;https://spoki.lv/foto-izlases/15-ironijas-pilni-citati-kas-pasaka/840395
Ja vakar neredzēji, noteikti izmanto iespēju. Līdz 23. martam.;0;https://twitter.com/ilzevacere/status/1769301105949769872
Ja vīrieši varētu palikt stāvoklī, tad abortus būtu iespējams veikt jebkurā benzīntankā un diennakts veikalā.;1;https://jauns.lv/raksts/joki/336688-reali-smiekligi-joki-par-viriesiem#google_vignette
Jangs pirksta operācijas dēļ būs spiests izlaist vismaz četras nedēļas;0;https://sportacentrs.com/basketbols/nba/25022024-jangs_pirksta_operacijas_del_bus_spiests_
Janvārī iedzīvotājiem būtiski pieauguši rēķini par apkuri;0;https://www.lsm.lv/raksts/zinas/latvija/12.02.2024-janvari-iedzivotajiem-butiski-pieaugusi-rekini-par-apkuri.a542662/
Japānas pirmais privātā sektora mēģinājums palaist kosmosā satelītu cieš neveiksmi;0;https://zinas.tv3.lv/arvalstis/japanas-pirmais-privata-sektora-meginajums-palaist-kosmosa-satelitu-cies-neveiksmi/
Jau laikus nopirku biļetes tieši šo iemeslu dēļ. Tik ļoti gribas skaistu, labu izrādi.;0;https://twitter.com/MDagnija/status/1765610176046850509
Jau nākamnedēļ sākas astronomiskais pavasaris;0;https://ciklons.tvnet.lv/7980911/jau-nakamnedel-sakas-astronomiskais-pavasaris?_gl=1*7ue229*_gcl_au*MTk2NDcxMDUzNy4xNzA4OTY0OTA2&_ga=2.100105117.2078263571.1710698918-501664052.1708964906
Jau nedēļu sēžu pašizolācijā. Aiz garlaicības sāku sarunāties ar sievu un bērniem. Izrādās – interesanti cilvēki!;1;https://anekdotes.eu/page/13
Jau trešo reizi šonedēļ do­dos iepirkt pārtiku divām ne­dēļām.;1;https://anekdotes.eu/page/14
"Jaudīgākus elektroskrejriteņus no 1. aprīļa nebūs iespējams reģistrēt; tiem būs liegts piedalīties ceļu satiksmē";0;https://www.lsm.lv/raksts/dzive--stils/motori/16.03.2024-jaudigakus-elektroskrejritenus-no-1-aprila-nebus-iespejams-registret-tiem-bus-liegts-piedalities-celu-satiksme.a546836/
Jaukas smaržas. Vai tu tajās marinējies?;1;https://twitter.com/TirsSarkasms/status/369438907198218240
Jaunākā prognoze – tuvākajās dienās laiks kļūs siltāks un lietaināks;0;https://www.delfi.lv/laika-zinas/42384664/raksti/56356864/jaunaka-prognoze-tuvakajas-dienas-laiks-klus-siltaks-un-lietainaks
Jauni omulīgi apģērbi, ko iedvesmojis polārlāču kažoks;0;https://tv3.lv/dzivesstils/dzivnieki/jauni-omuligi-apgerbi-ko-iedvesmojis-polarlacu-kazoks/
"Jaunieši Liepājā dedzina atkritumus un izraisa ugunsgrēku; policija lūdz atpazīt vainīgos";0;https://degpunkta.tv3.lv/ugunsdrosiba/jauniesi-liepaja-dedzina-atkritumus-un-izraisa-ugunsgreku-policija-ludz-atpazit-vainigos/
Jaunos ielu nosaukumus Rīgas sabiedriskā transporta pieturvietās sāks ieviest aprīlī;0;https://www.delfi.lv/193/politics/120003590/jaunos-ielu-nosaukumus-rigas-sabiedriska-transporta-pieturvietas-saks-ieviest-aprili
Jaunos ViVi vilcienus piemeklē pirmās ķibeles;0;https://www.delfi.lv/193/politics/56201790/jaunos-vivi-vilcienus-piemekle-pirmas-kibeles
Jā un aizliegums šķirties noteikti garantēs to, ka pāri sāks viens otru cienīt, sāks civilizēti risināt savas problēmas un visi dzīvos ilgi un laimīgi;1;https://twitter.com/Mells_Maakons/status/989191801948000257
Jā, 2004. gadā Latvijas futbols beidzās. Nebija latviešu ne Bundeslīgā, ne EPL, ne citās augsta līmeņa līgās, neviens neiesita hattrick Juventus, Latvija FIFA rangā nepārtraukti ap 100. vietu, nepietuvojās finālturnīriem un klubi nespēja iekļūt Eirokausu grupu turnīros;1;https://twitter.com/EdmundsN/status/1759885019563134994
Jā, apsaukāt citus par pidariem, slimajiem un kretīniem gan izrāda to, cik gudrs, normāls un jauks esat. Ar pašsavaldīšanos arī viss kārtībā, dusmas un citas emocijas spējat kontrolēt.;1;https://twitter.com/insomniaanna/status/1720373293297832221
Jā, es mīlu rozā;0;https://twitter.com/KPitkevica/status/1765793980233498760
Jā, jā! Un pastāsti ka nekādā gadījumā lai bērns nekļūst par mūziķi;1;https://twitter.com/akmanstors/status/1710987807013941549
Jā, labi, es tev nepatīku. Nu, ne visiem var būt laba gaume.;1;https://spoki.lv/foto-izlases/Viss-slikti-Luk-20-burvigi-sarkasma/889641
Jā, Latvijā vispār visas skolas jālikvidē. Ārzemēs var iegūt daudz kvalitatīvāku izglītību!;1;https://twitter.com/bkreicis/status/1636427271576641536
Jā, nekāda stresa, pasūtiet savus bērnus un mazbērnus trīs planētas tālāk un sviniet...;1;https://twitter.com/vx_lv/status/1680627497174544385
Jā, no zināma vīna daudzuma man arī mēdz asarot acis. Puņķi komplektā neizbēgami. Otrā rītā pietūkuši plakstiņi. Alerģija, nu!;1;https://twitter.com/tincii/status/1448000561794670600
Jā, paldies par padomu, noteikti ņemšu vērā!;1;https://twitter.com/Katrina92825972/status/1496861924918759431
Jā, pareizi, ja nevaram visu via Baltica no robežas līdz robežai vienā rāvienā pārbūvēt - nedarām NEKO!;1;https://twitter.com/RedWhiteRedLV/status/1567202083559948288
Jā, svētdienā ūdens jāpērk kafejnīcā pa 8 eiro. Tas ļoti pozitīvi ietekmē inflācijas samazināšanos.;1;https://twitter.com/IngaKapina/status/1666314717319557122
Jā, to tik daru, kā ikdienā domāju nočiept tev madāmu, nočiept kolēģes, kursabiedrenes, ko tik vēl ne.;1;https://twitter.com/Oskarsfr/status/1765395235247473108
Jāievēro tradicionālas, ģimeniskas vērtības - skolotājas matus drīkst krāsot tikai blondā, brūnā vai ļoti tumši lillā krāsā! Kā manā laikā!;1;https://twitter.com/KristapsNot/status/1643453067088502784
"Jāizsaka līdzjūtība ""Jūrmalas mežaparki"" ģimenei, ka brāļiem nācās pus gadu savā starpā nerunāt";1;https://twitter.com/ernestsd/status/1721232179357765873
"Jānis: ""Mani atrada kāpostos, jo tēvs ir dārznieks!”  Pēteris: ""Mani atnesa stārķis, jo tēvs-zoologs!” Anna: ""Tad sanāk, ka mani nokačāja internetā!”";1;https://spoki.lv/joki/Dazas-labas-isas-anekdotes/116699
Jānīšam brālīšam Biksēm pogas iztrūkušas, Biksēm pogas iztrūkušas, Meitām pakaļ dzenoties.;1;https://latviandainas.lib.virginia.edu/tei.latv06.xml%3Flang=eng&div_id=latv06_s2ss13b.html
Jāpiemaksā aptuveni 700 eiro. Tukumā paaugstināta maksa par pansionātu;0;https://www.delfi.lv/55304686/retv-zinas-regionos/56362802/japiemaksa-aptuveni-700-eiro-tukuma-paaugstinata-maksa-par-pansionatu
Jelgavas novada Glūdas pagastā manīti vilki;0;https://www.delfi.lv/193/politics/56336750/jelgavas-novada-gludas-pagasta-maniti-vilki
Jelgavas novadā applūduši vismaz trīs ceļu posmi;0;https://www.delfi.lv/193/politics/56353910/jelgavas-novada-appludusi-vismaz-tris-celu-posmi
Jēkabpils plūdi ir slepenais valdības plāns, kā dabūt iedzīvotājus prom no mājām. Nevajag pakļauties!;1;https://twitter.com/VarisKaritans/status/1614322023324434432
Jo ir jauni un sprigani, tadiem vīruss iet ar līkumu ;1;https://twitter.com/garais1985/status/1465387652207849476
Jums ir lielisks plāns! Varbūt vienkārši paņemt visu naudu un izdalīt nabagiem?;1;https://www.la.lv/ka-komunicet-ar-dzeligiem-cilvekiem-sesas-noderigas-strategijas
Jūras veltes. Piemēram, pasta ar jūras veltēm, ceptas garneles u.tml.;0;https://twitter.com/katriinamarta/status/1769447833592041726
Jūs esat priviliģēts, neslimojat, par maksu neejat pie ārstiem, arī par pensiju 3.līmeni nesatraucaties;1;https://twitter.com/artritsretrits/status/1763506093869674523
Jūs, mīļo cilvēk, esat iemesls, kādēļ tika izgudrots vidējais pirksts.;1;https://twitter.com/TirsSarkasms/status/429254597174386688
Kad ārā ir mīnus 25, visi ir vienādi… Izņemot septītklasnieces kaprona zeķbiksēs un pliku galvu.;1;https://www.la.lv/10-ironiskas-atzinas-skeptikiem-ziemigos-vakaros
"Kad gribas nolaist rokas un padoties, pajautā pats sev: ""ja nu beigās viss izvēršas labāk nekā šobrīd spēj iedomāties?""";0;https://twitter.com/ilonchix/status/1769278243167752633
Kad izdomāšu, kā dabūt 9 stundas netraucēta miega starp pulksten 2:00 naktī un 7:00 no rīta, es būšu neapturams.;1;https://spoki.lv/joki/22-isas-dzives-patiesibas-kuram/923333
Kad stārķis Tevi atnesa, mēs ar mammu ilgi smējāmies un sākumā gribējām ņemt stārķi!;1;https://spoki.lv/joki/Joki-kurus-sapratis-tikai-un-vienigi/880057
Kad vīrietis paliek mājās viens pats, tad ledusskapis viena vakara laikā var sasniegt pat 100 skatījumus.;1;https://anekdotes.eu/page/3
Kafija ir svarīga, lai izdzīvotu. Dinozauriem tādas nebija un paskat kā ar viņiem izgāja.;1;https://kremi.lv/smiekligi-joki-jaukai-dienai/
Kaimiņš bez kameras izrādījās bīstamāks varai!;1;https://twitter.com/kasparszellis/status/1241409581475135488
Kaķis - tas ir staigājošs pierādījums tam, cik jauki jūs varētu dzīvot, ja nebūtu jāstrādā.;1;https://spoki.lv/joki/16-isi-joki-par-dazadam-temam/923452
Kam šajā studiju gadā piešķirtas lielākās sporta stipendijas?;0;https://nra.lv/latvija/441134-kam-saja-studiju-gada-pieskirtas-lielakas-sporta-stipendijas.htm
Kamaniņbraucējs Aparjods nopelna sudrabu Pasaules kausa posmā Siguldā;0;https://www.lsm.lv/raksts/sports/kamanas/25.02.2024-kamaninbraucejs-aparjods-nopelna-sudrabu-pasaules-kausa-posma-sigulda.a544292/
Kamēr skolēni atpūšas pavasara brīvlaikā, pedagogi izmanto laiku apgūt ko jaunu;0;https://zinas.tv3.lv/latvija/kamer-skoleni-atpusanas-pavasara-brivlaika-pedagogi-izmanto-laiku-apgut-ko-jaunu/
Kapitālisms pastāv, pateicoties sievietēm. Ja sievas netērētu vairāk kā vīri nopelna, viss sagrūtu.;1;Dušenko K. Lielā aforismu grāmata. 326. lpp. Autors: NA
"Kapteinis Van Deiks pagarinājumā sniedz ""Liverpool"" sezonas pirmo trofeju";0;https://sportacentrs.com/futbols/anglija/25022024-kapteinis_van_deiks_pagarinajuma_sniedz_l
Kas ir kalorijas? Tie ir mazi zvēreļi, kas atnāk pa naktīm un samazina drēbes.;1;https://anekdotes.eu/page/120
Kas īsti notiek ar Keitu Midltoni? Kur viņa pazudusi?;0;https://www.delfi.lv/life/56010800/notikumi/120003278/kas-isti-notiek-ar-keitu-midltoni-kur-vina-pazudusi
Kas nosaka mūsu dzīvi jeb interesanti fakti par cilvēka mikrobiomu;0;https://nra.lv/dzivesstils/skaistumsveseliba/447909-kas-nosaka-musu-dzivi-jeb-interesanti-fakti-par-cilveka-mikrobiomu.htm
Kas tik to institūtu neapdraud, drīz jau arī laikapstākļi un klimatiskā josla būs pie vaininiekiem;1;https://twitter.com/ArmandsOnzuls/status/940598033556934656
Kas vēl nebūs? Un ko Tu gribēsi nākamo? Lai sistēmas ir ērti lietot? Varbūt vēl pieprasīsi mūsdienīgu dizainu?;1;https://twitter.com/KBlumentals/status/1465552518193328132
Katram ir tiesības un bezmaksas medicīnu. Ceļmallapas un pelšķus lasīt neviens vēl nav aizliedzis!;1;https://spoki.lv/joki/16-isi-joki-par-dazadam-temam/923452
Katru dienu kāds jauns progress un inovācijas. Drīz ziņas un tviteri varēs nelasīt pavisam, jo viss ir pārāk labi.;1;https://twitter.com/Profundmara/status/1628789173711765509
Kaut kur dzirdēju, ka kaut kāda karjeriste esot.. paskatījos bildēs - pārsvarā smaidoša. Nedabiski sievietei;1;https://twitter.com/UgisLibietis/status/1595363775334735873
Kaut kur pasaulē ir koks, kurš nepaguris ražo skābekli, lai tu varētu elpot. Domāju, ka tu šim kokam esi parādā atvainošanos.;1;https://spoki.lv/joki/20-sarkastiskas-frazes-kuras-lietot/870699
Kazakevičs neturpinās vadīt Latvijas futbola izlasi;0;https://nra.lv/latvija/439347-kazakevics-neturpinas-vadit-latvijas-futbola-izlasi.htm
Kā aprēķināt, kad sēt tomātus un papriku? Dārzkopju padomi;0;https://www.lsm.lv/raksts/dzive--stils/darzs-un-majas/26.02.2024-ka-aprekinat-kad-set-tomatus-un-papriku-darzkopju-padomi.a544134/?utm_source=lsm&utm_medium=widget-v2&utm_campaign=widget-v2
Kā ar ēdienu regulēt to, kā jūtamies, un palīdzēt sev?;0;https://www.tvnet.lv/7960858/ka-ar-edienu-regulet-to-ka-jutamies-un-palidzet-sev
"Kā biseksuālai sievietei, pilnīgi visi mani ""draugi"" īstenībā ir latenti mīļākie. Bez izņēmuma. Man vispār nav īstu draugu. Ilgi slēpos, bet beidzot mani atkoda";1;https://twitter.com/PaulaZvejniece/status/1765391146199495067
Kā ēst gardas un vērtīgas brokastis, no rīta negatavojot?;0;https://receptes.tvnet.lv/7944317/ka-est-gardas-un-vertigas-brokastis-no-rita-negatavojot
Kā iepriecināt sievieti 8. martā: idejas noderīgām dāvanām;0;https://www.tv3.lv/reklamraksti/ka-iepriecinat-sievieti-8-marta-idejas-noderigam-davanam/
Kā mājās pagatavot lībiešu sklandraušus – recepte;0;https://www.lsm.lv/raksts/dzive--stils/virtuve/08.11.2023-ka-majas-pagatavot-libiesu-sklandrausus-recepte.a530835/
Kā parādīt, ka esi progresīvs un idejām bagāts? Nosūti visām pārraugāmajām kapitālsabiedrībām uzdevumu iesniegt “inovatīvas idejas”, kuras var īstenot tuvāko 3-6 mēnešu laikā (vēlams līdz 8.jūnijam);1;https://twitter.com/Talis_L/status/1758179488116990443
Kā rīkoties, ja no jumta krītoša sniega vai ledus dēļ gūta trauma;0;https://www.delfi.lv/193/politics/56160326/ka-rikoties-ja-no-jumta-kritosa-sniega-vai-ledus-del-guta-trauma
Kā sauc cilvēku, kurš pirmdienā nav nelaimīgs? Bezdarbnieks;1;https://spoki.lv/joki/10-isi-un-smiekligi-joki-par-darbu/923239
Kā teica viens katedras vadītājs: “Sievas noveco, bet trešā kursa studentes – nekad.”;1;https://www.la.lv/10-ironiskas-atzinas-skeptikiem-ziemigos-vakaros
Kā uz palodzes izaudzēt dilles;0;https://www.delfi.lv/life/56017216/majas/120003773/ka-uz-palodzes-izaudzet-dilles
Kādam strādā E-paraksts šodien?;0;https://twitter.com/kaklasaite89/status/1763519816235630967
Kādas traumas visbiežāk tika iegūtas svētku laikā?;0;https://nra.lv/veseliba/442431-kadas-traumas-visbiezak-tika-iegutas-svetku-laika.htm
Kādēļ jāiet pa taisno, ja var iet arī pa Vienības gatves superietvēm?;1;https://twitter.com/UldisGelins/status/1747228809059836274
Kādreiz bija aizliegto grāmatu saraksts, tagad jāveido aizliegto rotaļlietu sarakstu, kuras, piemēram, neatbilst tikumiskām un latviskās dzīvesziņas vērtībām;1;https://twitter.com/ArmandsOnzuls/status/1074675390126456833
Kādu dienu es piespiedīšu sīpolus raudāt;1;https://kremi.lv/smiekligi-joki-jaukai-dienai/
Kādus mērķus izvirzīt jaunajā gadā? Atbild psihoterapeits;0;https://nra.lv/veseliba/442090-kadus-merkus-izvirzit-jaunaja-gada-atbild-psihoterapeits.htm
Kādus varoņdarbus esat veicis savā dzīvē? Reiz algebrā es pacēlu roku…;1;https://spoki.lv/joki/20-isas-anekdotes-par-skolu/701569
Kāpēc cepampapīrs ne vienmēr ir tas labākais dārzeņu cepšanai krāsnī?;0;https://receptes.tvnet.lv/7959010/kapec-cepampapirs-ne-vienmer-ir-tas-labakais-darzenu-cepsanai-krasni
Kāpēc cilvēkiem parādās agresija pret mediķiem?;0;https://nra.lv/veseliba/440773-kapec-cilvekiem-paradas-agresija-pret-medikiem.htm
Kāpēc galvenajai lomai filmā TITĀNIKS tika izvēlēts Leonardo di Kaprio? -Jo, piemēram, Brūss Viliss būtu visus izglābis.;1;https://spoki.lv/joki/Dazas-labas-isas-anekdotes/116699
Kāpēc Krievijas pilsoņiem latviešu valodas eksāmenu neļauj kārtot krievu valodā? ;1;https://twitter.com/valdis12347/status/1704465940585517440
Kāpēc ķirurgi pirms operācijas velk rokās cimdus? Lai neatstātu pirkstu nospiedumus.;1;Dari ko darīdams… Sast. Tiļļa Andris. Izdots: Lauku Avīze, 2006. 34. lpp
Kāpēc lai braucot pa šoseju cilvēks nevarētu pacelt kaut ko no grīdas, paskatīties telefonā, iedzert kafiju? Uz šosejas taču nav krustojumi, gājēju pārejas uc traucēkļi, kas traucē baudīt ātrumu.;1;https://twitter.com/aisiss/status/1681681852849946630
Kāpēc Latvijā ir tik vienkārši deklarēt dzīvesvietu svešā īpašumā?;0;https://www.lsm.lv/raksts/zinas/latvija/10.02.2024-kapec-latvija-ir-tik-vienkarsi-deklaret-dzivesvietu-svesa-ipasuma.a542073/
Kāpēc šīm 20 valstīm nav savu bruņoto spēku?;0;https://www.tvnet.lv/7962294/kapec-sim-20-valstim-nav-savu-brunoto-speku
Kāpēc turīgi cilvēki iegādājas mājokli, ņemot aizdevumu?;0;https://www.tvnet.lv/7980611/kapec-turigi-cilveki-iegadajas-majokli-nemot-aizdevumu
Kāpēc vējjaka ir obligāta sieviešu garderobē?;0;https://www.tvnet.lv/7961418/kapec-vejjaka-ir-obligata-sieviesu-garderobe
Kāpēc vīrietis neziņoja policijai par nozagtu kredītkarti? Tāpēc, ka zaglis tērēja mazāk nekā viņa sieva.;1;https://anekdotes.eu/page/15
Keina precizitāte nodrošina Bavārijai pirmo uzvaru kopš februāra sākuma;0;https://sportacentrs.com/futbols/vacija/24022024-keina_precizitate_nodrosina_i_bavarijai_i
"Kilians Mērfijs nupat saņēmis ""Oskaru"" kā labākais aktieris par galveno lomu filmā ""Openheimers"", un kino aprindās klīst baumas, ka viņš varētu būt nākamais Džeimsa Bonda lomas atveidotājs";0;https://twitter.com/DienaLv/status/1769408592036122914
Klau, kas lika domāt, ka Tev ir tiesības uz savu viedokli un pieredzēm? ;1;https://twitter.com/puucha/status/1705951530375913763
Klau, te nav pamats brēkt par līdztiesību? Kāpēc mums par brillēm tā jāpiķo? Davai visiem, kam laba redze, arī ir jāpērk brilles?! Vai jāievieš bezbriļļu nodoklis. Es jūtos diskriminēta.;1;https://twitter.com/avotkrese/status/1722561897998733642
