angliski;latviski;vērtība;atsauce
"""I'm still an author that's off the books/ here comes the chorus that off the hook"" ";Es joprojām esmu autors, kas ir no grāmatām/ šeit nāk koris, kas no āķa ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Im still reeling from the deaths of those 2 characters who only had 2 secs of screentime! ;Es joprojām pārdzīvoju par to 2 varoņu nāvi, kuriem bija tikai 2 sekundes ekrāna laika! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I still work at my old job for the one day a week that the head chef graciously let me work;Es joprojām strādāju savā vecajā darbā vienu dienu nedēļā, kad šefpavārs man laipni atļāva strādāt.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I feel like giving a hug to some people today. Around their necks. With my hands ;Es jūtos kā apskāviens dažiem cilvēkiem šodien. Ap kaklu. Ar rokām ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm feel sleepy but I don't feel like sleeping. Does that even make sense? ;Es jūtos miegains, bet man negribas gulēt. Vai tam vispār ir jēga? ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I feel privileged to be working at the only gas plant in the world with sour service gas compressors.;Es jūtos priviliģēts, ka strādāju vienīgajā gāzes rūpnīcā pasaulē ar skābās gāzes kompresoriem.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm running for Director of Marketing in my residence hall and I didn't even run a campaign.;Es kandidēju uz mārketinga direktora amatu savā kopmītnē, un es pat neesmu vadījis kampaņu.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I wear a suit and tie to work everyday. I should really be wearing a construction hat with a tool belt ;Es katru dienu uz darbu nēsāju uzvalku un kaklasaiti. Patiesībā man vajadzētu valkāt celtnieka cepuri ar instrumentu jostu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I've wanted to run away from home WAY more as an adult than I ever did as a kid. ;Es kā pieaugušais esmu gribējis aizbēgt no mājām daudz biežāk nekā bērnībā. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Doing my medical exam for my permanent residency and the immigration doctor isn't even Canadian…;Es kārtoju medicīnisko eksāmenu, lai saņemtu pastāvīgu uzturēšanās atļauju, un imigrācijas ārsts pat nav kanādietis...;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I was listening to Pandora when Storm Warning came on, next second it started raining ;Es klausījos Pandora, kad atskanēja brīdinājums par vētru, nākamajā sekundē sāka līt lietus. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I was listening to a programme about driverless cars when a human-driven car swerved into my lane ;Es klausījos raidījumu par automašīnām bez vadītāja, kad cilvēka vadīta automašīna ieskrēja manā joslā. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'd rather trust in the humanity of people to be there for me instead of Jesus.;Es labāk paļaujos uz cilvēku cilvēcību, ka viņi būs man līdzās, nevis uz Jēzu.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
eu headscarf ban ruling sparks faith group backlash;ES lēmums par galvas lakatu aizliegumu izraisa ticīgo grupu pretestību;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
I use sarcasm instead of punching you on the face.;Es lietoju sarkasmu, nevis situ tev pa seju.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'll make my patients crawl during physio Rx because normal exercises are too mainstream ;Es liktu saviem pacientiem fizioterapijas laikā rāpot, jo parastie vingrinājumi ir pārāk mainstream. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'mma let you finish, but I'm gonna b one of the greatest presidents of all time, bruh. ;Es ļauju tev pabeigt, bet es būšu b viens no visu laiku izcilākajiem prezidentiem, bruh. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I teach my clients how to be responsible adults and hold down a household. Today I ate cold spaghetti and 4 grapes for breakfast.;Es mācu saviem klientiem, kā būt atbildīgiem pieaugušajiem un uzturēt mājsaimniecību. Šodien brokastīs ēdu aukstus spageti un 4 vīnogas.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i use to think i can do anything but when im in a rut i want to hide or run away ;Es mēdzu domāt, ka es varu visu, bet, kad es nonāku grūtā situācijā, man gribas paslēpties vai aizbēgt. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I was homeless for a month with 2 kids and a dog after a short notice PCS move across Texas. That was a fun time. ;Es mēnesi biju bezpajumtnieks ar 2 bērniem un suni pēc īslaicīgas PCS pārcelšanās pāri Teksasai. Tas bija jautrs laiks. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I love life it's so perfect in every way;Es mīlu dzīvi, tā ir tik perfekta visos aspektos ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I love waiting in line and having a heavy mouth breather who reeks of stale cigarettes come in right behind you! ;Es mīlu gaidīt rindā un redzēt, kā tieši aiz tevis ierodas smagnējs mutes elpotājs, no kura smird pēc izsmēķētām cigaretēm! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I love airports and security controls ;Es mīlu lidostas un drošības kontroli ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I love random room searches. They're my absolute favorite. ;Es mīlu nejaušus telpu meklējumus. Tie ir mani absolūti mīļākie. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I love waking up at 5:30am on a Sunday for a baseball game.  ;Es mīlu pamosties 5:30 no rīta svētdienā uz beisbola spēli.  ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i love my boyfriend, but i hate our relationship: on non-monogamy;Es mīlu savu draugu, bet ienīstu mūsu attiecības: par nemonogāmiju;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
I love all the people that text me just because;Es mīlu visus cilvēkus, kas man raksta īsziņas tikai tāpēc.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I love how there's almost 4 soldiers try a hold back one Palestinian women ;Es mīlu, kā tur ir gandrīz 4 karavīri mēģināt aizturēt vienu palestīniešu sievietes ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I don't necessarily hate you... I'm just saying that if u were on fire and I had water.. I'd drink the water ;Es ne vienmēr tevi ienīstu... Es tikai saku, ka, ja tu būtu uz uguns un man būtu ūdens.. Es dzertu ūdeni. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I wasn't the least offended that a guy was staring at my chest on the tube for like an hour... ;Es nebiju ne mazākajā mērā aizvainota, ka kāds puisis apmēram stundu skatījās uz manām krūtīm... ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I don't drink. That's why I always have a 6 pack.;Es nedzeru. Tāpēc man vienmēr ir 6 iepakojumi.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i am not a prostitute. i'm a female solo traveler!;es neesmu prostitūta. es esmu solo ceļotāja sieviete!;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
I didn t climb to the top of the food chain to be a vegetarian... ;Es neesmu uzkāpis pārtikas ķēdes augšgalā, lai būtu veģetārietis... ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i am not a summertime mom;es neesmu vasaras mamma;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
I don't want to be inappropriate at Mom's Place.;Es negribu būt nepiemērota pie mammas.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I don't wanna be that guy, but Seattle shoulda threw the ball ;Es negribu būt tas puisis, bet Sietlā vajadzēja mest bumbu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i dont want to stay at home but im lazy to go out ;Es negribu palikt mājās, bet man ir slinkums iet ārā. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
'i don't feel safe calling the police': new yorkers march against police violence;Es nejūtos droši, zvanot policijai: Ņujorkas iedzīvotāji piedalās gājienā pret policijas vardarbību;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
I never used to believe in love, and now I can't imagine myself without that feeling ;Es nekad agrāk neticēju mīlestībai, bet tagad nevaru iedomāties sevi bez šīs sajūtas. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I never really realized how much fun shopping was until youu go on tax free weekend!;Es nekad īsti neapzinājos, cik jautri ir iepirkties, kamēr jūs neaizbraucat uz beznodokļu nedēļas nogali!;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I've never been so excited and scared at the same time in my life;Es nekad mūžā neesmu bijis tik satraukts un nobijies vienlaicīgi.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I never forget to chew my fiber gummies in the morning. I do it while I take my morning shit. ;Es nekad neaizmirstu no rītiem košļāt šķiedrvielu gumijas. Es to daru, kamēr dzeru rīta sūdus. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I never admit or deny anything it makes things more interesting. ;Es nekad neko neatzīstu vai nenoliedzu, tas padara lietas interesantākas. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I will never understand walking by a hospital entrance and seeing healthcare workers smoking. ;Es nekad nesapratīšu, ka, ejot garām slimnīcas ieejai, redzu smēķējošus veselības aprūpes darbiniekus. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i'll never understand why the timing is so perfect when people don't reply ;Es nekad nesapratīšu, kāpēc laiks ir tik ideāls, kad cilvēki neatbild. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I can never remember how to spell genius. ;Es nekad nevaru atcerēties, kā rakstāms ģēnijs. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I see no need to tweet these bitches know my status;Es neredzu vajadzību šīm kucēm čivināt manu statusu.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I won't spoil my woman because I want her to stay fresh. ;Es nesabojāšu savu sievieti, jo vēlos, lai viņa paliktu svaiga. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
"I didn't realize ""you're awesome."" Can be taken so many different ways over text. ";"Es nesapratu, ka ""tu esi satriecošs"". Tekstā var tikt uztverts tik dažādi. ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I don't get brain weasels. Writers talking about brain weasels all the time makes me feel weird, like maybe I'm not a real writer. ;Es nesaprotu smadzeņu lāses. Rakstnieki, kas visu laiku runā par smadzeņu lāsēm, liek man justies dīvaini, it kā es varbūt neesmu īsts rakstnieks. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I don't see what's so cool about making sure people see you holding a beer in everyone of your pictures. Wish I was that cool. ;Es nesaprotu, kas ir tik foršs, lai cilvēki redzētu, ka ikvienā no tavām bildēm tu tur alu. Gribētos, lai es būtu tik foršs. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I don't get what the big deal is. Obviously a country's finance minister is going to be in his own country. ;Es nesaprotu, kas te par lielu problēmu. Acīmredzot kādas valsts finanšu ministrs brauks savā valstī. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I don't understand how Jimmy Fallon goes from one of the greatest house bands in the world to Seth Meyers who has one of the worst. ;Es nesaprotu, kā Džimijs Falons no vienas no labākajām mājas grupām pasaulē nonāk pie Seta Meijersa, kuram ir viena no sliktākajām. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
"I cannot count how many times I've said, ""This is what your blinker is for..."" To strangers driving in cars. ";"Es nespēju saskaitīt, cik reižu esmu teikusi: ""Tas ir tas, kam tavs mirkšķis ir domāts..."". Svešiniekiem, kas brauc mašīnās. ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I don't believe or give af about Astrology but I know my baby daddy gon' be an Aquarius ;Es neticu astroloģijai un nedomāju par to, bet es zinu, ka mans bērna tētis būs Ūdensvīrs. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i couldn't love myself, so i loved my self-judgment;es nevarēju sevi mīlēt, tāpēc es mīlēju savu pašnovērtējumu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
I couldn't be any more peaceful then I am now but I couldn't be any more violent then I am now too. ;Es nevarētu būt mierīgāks nekā tagad, bet es nevarētu būt arī vardarbīgāks nekā tagad. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I couldn't possibly think of anything better than sitting in my house alone on my night off with no one to talk to and no car. ;Es nevarētu izdomāt neko labāku par to, ka brīvajā vakarā sēdētu viens pats savā mājā, bez iespējas ar ko aprunāties un bez automašīnas. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I couldn't insult you anymore than nature has already done!;Es nevarētu tevi apvainot vairāk, nekā daba jau ir izdarījusi!;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I can't get enough of this Tom Brady story.;Es nevaru apbrīnot šo stāstu par Tomu Breidiju.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
"""I can't hear the ethics presentation, I need to steal the speakers from the conference room.""";Es nevaru dzirdēt ētikas prezentāciju, man vajag nozagt skaļruņus no konferenču zāles. Es nevaru dzirdēt ētikas prezentāciju, man vajag nozagt skaļruņus no konferenču zāles.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Can't sleep cuz I'm too pumped for the concert tomorrow but at the same time I have to wake up early cuz of the concert tomorrow ;Es nevaru gulēt, jo esmu pārāk uzmundrināta rītdienas koncertam, bet tajā pašā laikā man agri jāceļas, jo rīt ir koncerts. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I can't decide how to feel about my indecisiveness. ;Es nevaru izlemt, kā justies par savu neizlēmību. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I can't help but notice that all of my buddies who were players in high school have multiple daughters now. ;Es nevaru nepamanīt, ka visiem maniem biedriem, kuri vidusskolā bija spēlētāji, tagad ir vairākas meitas. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I can't believe that just happened. Good thing I know what was going on ;Es nevaru noticēt, ka tas tikko notika. Labi, ka es zinu, kas notiek ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I can't wait to go to work tomorrow. ;Es nevaru sagaidīt, kad rīt iesim uz darbu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I cannot WAIT to experience two women going through menopause at the same time. That is going to be such a treat;Es nevaru sagaidīt, lai piedzīvotu divas sievietes, kas vienlaicīgi piedzīvo menopauzi. Tas būs tāds baudījums;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I can't figure you out, yet I know you better than anyone;Es nevaru tevi saprast, tomēr es tevi pazīstu labāk nekā jebkurš cits.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i cannot do this alone: why allies matter to the down syndrome community;Es nevaru to izdarīt viens: kāpēc Dauna sindroma kopienai ir svarīgi sabiedrotie?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Boy I can't wait to hear all the 'coulda woulda shouldas' today on Twitter. ;"Es nevaru vien sagaidīt, kad šodien uzklausīšu visus ""varētu, būtu, būtu, būtu, būtu, būtu, būtu"" tviterī. ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I didn't know you could wear t shirts as dresses at church! ;Es nezināju, ka baznīcā var valkāt t-kreklus kā kleitas! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I didn't know it was national underwear day and I chose today to go commando! ;Es nezināju, ka šodien ir nacionālā apakšveļas diena, un es izvēlējos šodien iet bez apakšveļas! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i dont know how to differentiate dumb people to close minded ones. ;es nezinu, kā atšķirt stulbus cilvēkus no noslēgtiem cilvēkiem. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I don't know why you wanted to hang out and do something if you're going to sit on your phone on Twitter. ;Es nezinu, kāpēc jūs gribējāt kaut ko pavadīt un darīt, ja jūs gatavojaties sēdēt pie sava telefona un čivināt Twitter. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I get to Paris and my train home is cancelled. It's so good to be back. ;Es nokļūstu Parīzē, un mans vilciens uz mājām ir atcelts. Ir tik patīkami atgriezties. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I bought a new umbrella. Expect sun for the next few weeks ;Es nopirku jaunu lietussargu. Sagaidiet sauli tuvāko nedēļu laikā. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I call a female a bitch she throws a frying pan. A rapper calls her a bitch and she runnin' her stank ass to the dance floor.;Es nosaucu sievieti par kukuli, viņa met pannu. Reperis nosauc viņu par kukuli, un viņa skrien ar savu smirdīgo pakaļu uz deju grīdas.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I definitely see the improvement in special teams this preseason! ;Es noteikti redzu uzlabojumus speciālajās komandās šajā pirmssezonā! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I just hydroplaned the most I ever have on the way to get new tires ;Es nupat ceļā uz jaunām riepām nobraucu ar hidroplaningu visvairāk, ko jebkad esmu nobraucis. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'll miss all the articles hating on the olympics ;Es palaidīšu garām visus rakstus, kuros ienīst olimpiādi. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I helped a butterfly to escape from a bus. Im a good person;Es palīdzēju tauriņam izbēgt no autobusa. Es esmu labs cilvēks;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I prayed for something...I actually got what I prayed for but it came at a huge cost to me ;Es par kaut ko lūdzos... Es patiesībā saņēmu to, par ko lūdzos, bet man tas maksāja ļoti dārgi. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I proclaim myself being an atheist, and then some of my followers turn out to be religious!;Es pasludinu sevi par ateisti, un tad daži mani sekotāji izrādās reliģiozi!;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I was listening to the song Good Day while walking and almost got ran over…;"Es pastaigas laikā klausījos dziesmu ""Laba diena"" un gandrīz sastapos...";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I wouldn't have even known who Kim Davis was if it weren't for disapproving social media giving her attention.;Es pat nebūtu zinājis, kas ir Kima Deivisa, ja ne neapmierinātie sociālie mediji viņai nepievērstu uzmanību.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I can't even open a door without my hand hurting ;Es pat nevaru atvērt durvis, lai man nesāpētu roka. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I really love my friends. They only exist in my life whenever they're bored, hungry and alone. That's friends to die for. ;Es patiešām mīlu savus draugus. Viņi pastāv manā dzīvē tikai tad, kad viņiem ir garlaicīgi, viņi ir izsalkuši un vientuļi. Tas ir draugi, par kuriem jāmirst. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I know ppl that got kids that don't like kids;Es pazīstu cilvēkus, kuriem ir bērni, kuriem nepatīk bērni.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i know a lot of radical muslims;es pazīstu daudz radikālu musulmaņu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
i quit spying on my teenager and learned why i didn't need to;es pārtraucu izspiegot savu pusaudzi un uzzināju, kāpēc man tas nav vajadzīgs;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
I move into place so I can use my computer but now my screen is dark…;Es pārvietos uz vietu, lai varētu izmantot datoru, bet tagad mans ekrāns ir tumšs...;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I log on Twitter to ease the sting of loneliness but mostly log off feeling lonlier than ever.;Es pieslēdzos Twitter, lai atvieglotu vientulības dzēlienu, bet lielākoties no tā izstājos, jūtoties vientuļāks nekā jebkad agrāk.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
eu awards sakharov prize to yazidi women who escaped isis;es piešķir Saharova balvu no isis izbēgušajām jezīdu sievietēm;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
I am totally enjoying these modules ;Es pilnībā izbaudu šos moduļus ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i would totally spend 60 bucks to by a game that allows you customize whatever and have authentic everything and terrible game play ;Es pilnīgi tērēt 60 dolārus, lai ar spēli, kas ļauj jums pielāgot jebko un ir autentisks viss un briesmīga spēle spēlēt ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Boy I sure am glad aaron barrett is still with this team ;Es priecājos, ka Ārons Barets joprojām ir šajā komandā. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm so glad the people in my life know how to communicate;Es priecājos, ka cilvēki manā dzīvē zina, kā komunicēt.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm so glad that I'm friends with so many economists who are so very qualified to speak on how much they think people should earn ;Es priecājos, ka draudzējos ar tik daudziem ekonomistiem, kuri ir ļoti kvalificēti runāt par to, cik, viņuprāt, cilvēkiem vajadzētu pelnīt. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm glad to see my cousins actually care about me ;Es priecājos, ka mani brālēni un māsīcas patiešām rūpējas par mani ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm glad no one is upset about me being homeschooled. ;Es priecājos, ka neviens nav satraukts par to, ka mani māca mājās. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm glad nikki minaj is such a classy girl ;Es priecājos, ka Nikki Minaj ir tik stilīga meitene. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm so glad to know that local journalists support more than one football team. ;Es priecājos, ka vietējie žurnālisti atbalsta vairāk nekā vienu futbola komandu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm glad everyone is tweeting that the premier league starts tomorrow , I would have never known is they hadn't ;Es priecājos, ka visi tviterī raksta, ka premjerlīga sākas rīt , es nekad nebūtu uzzinājusi, ja viņi to nebūtu darījuši. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm glad that despite all we can share with social media, so many fellow Christians instead use it to cannibalize other Christians ;Es priecājos, ka, neskatoties uz visu, ko mēs varam dalīties ar sociālajiem medijiem, tik daudzi kristieši tā vietā izmanto tos, lai kanibalizētu citus kristiešus. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
i wrote speeches for vice president biden. here's what it felt like.;Es rakstīju runas viceprezidentam Baidenam. lūk, kāda bija sajūta.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
I'm writing a blog post on organization and I can't find my hole puncher.;Es rakstu bloga ierakstu par organizāciju, un es nevaru atrast savu caurumotāju.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I saw a car with a Coexist sticker and a Darwin fish on it. ;"Es redzēju automašīnu ar uzlīmi ""Līdzāspastāvēšana"" un Darvina zivtiņu. ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I see that Reece Oxford isn't being hyped up at all ;Es redzu, ka Rīss Oksfords nemaz netiek uzkurināts. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I am holding cheerleader tryouts for my fantasy football team.;Es rīkoju karsējmeiteņu atlasi savai fantāzijas futbola komandai.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I'm going to be able to sleep in for school tomorrow ;Es rīt varēsim gulēt uz skolu ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I burned my steel cut oats reading an article by the person who got me into eating them in the first place;Es sadedzināju savas tērauda auzas, lasot rakstu, ko sarakstījis cilvēks, kurš mani pamudināja tās ēst.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I daydreamed about a full night of sleep pretty much all day. ;Es sapņoju par pilnvērtīgu miegu gandrīz visu dienu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I figured, I was just in love with the image that I created of you in my head. But my heart said, it was a lie. ;Es sapratu, ka es vienkārši biju iemīlējies tēlā, ko biju izveidojis savā galvā par tevi. Bet mana sirds teica, ka tas bija meli. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I told my supervisor I didn't want to work any more five day weeks this summer, last week he had me work six! ;Es savam vadītājam teicu, ka šovasar vairs negribu strādāt piecas dienas nedēļā, bet pagājušajā nedēļā viņš lika man strādāt sešas dienas! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I use the Kreb cycle regularly in my practice. Thank you biochem. Thank you. ;Es savā treniņā regulāri izmantoju Krebas ciklu. Paldies bioķīmiķiem. Paldies. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I have started to believe that some people really don't deserve another chance..;Es sāku ticēt, ka daži cilvēki patiešām nav pelnījuši otru iespēju..;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I follow so many relationship goals accounts and yet i haven't had a functioning relationship in over a year hahahaha ;Es sekoju tik daudziem attiecību mērķu kontiem, un tomēr man nav bijušas funkcionējošas attiecības jau vairāk nekā gadu hahahaha. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
